booking_jurisdiction,regulator,amount,currency,channel,product_type,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,is_suspicious,suspicion_confidence,flagged
2,2,203632.69,1,6,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,True,40,738,True,True,True,7,False,False,1,True,0,False,True,True,0.0,1,0,0,0.00089203997,0
0,0,102.83,5,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,276,289,True,True,True,3,False,False,1,True,0,False,True,True,102.83,1,0,0,0.0004486215,0
1,1,2790512.12,4,2,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,606,640,False,True,True,0,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0061368737,0
0,0,2896553.4,6,6,3,2,165,165,True,True,165,3,True,True,0,6,0.356874,0.356162,20,101,2,2,False,194,180,False,True,True,5,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0032888688,0
2,2,491718.33,4,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,450,449,False,True,True,7,False,False,2,True,0,False,True,True,0.0,1,0,0,0.009744163,0
0,0,444045.32,2,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,547,577,False,True,True,6,False,True,0,True,0,False,True,True,0.0,1,1,0,0.00680328,0
1,1,2622416.48,1,3,3,2,165,165,True,True,165,3,True,True,3,0,1.930598,1.892743,200,78,0,1,False,332,340,False,True,True,5,False,False,2,True,0,False,True,True,0.0,1,0,0,0.014908366,0
2,2,184.71,6,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,True,338,347,True,True,True,6,False,False,2,True,0,False,True,False,9886.38,3,0,0,0.0005303662,0
2,2,1668219.82,5,2,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,382,398,True,True,True,7,False,True,0,True,0,False,True,True,0.0,1,1,0,0.0024766063,0
2,2,5708.34,2,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,36,33,False,True,True,8,False,False,0,True,0,False,True,True,5708.34,1,0,0,0.027039843,0
0,0,864358.93,5,2,3,2,165,165,True,True,165,3,True,True,1,4,1.023643,1.02109,25,131,2,1,True,178,182,True,True,True,4,False,False,0,True,0,False,True,True,0.0,1,0,0,0.01513844,0
2,2,1470338.03,1,6,5,0,165,165,True,True,165,3,False,False,8,8,0.0,0.0,0,149,1,2,False,757,786,False,True,True,8,False,False,0,True,0,True,True,True,0.0,1,0,0,0.0004732488,0
2,2,5951.37,3,0,5,0,165,165,True,True,165,3,False,False,8,8,0.0,0.0,0,149,1,2,False,776,801,False,True,True,6,False,False,0,True,0,False,True,True,0.0,1,0,0,0.00024571572,0
0,0,125968.19,7,2,5,0,161,36,True,True,152,1,True,False,8,8,0.0,0.0,0,149,0,0,True,39,35,True,False,True,7,False,False,1,True,0,False,True,True,0.0,1,1,0,0.001982718,0
1,1,7125.38,7,6,5,1,10,26,True,True,99,0,True,False,8,8,0.0,0.0,0,149,2,2,False,209,216,False,True,True,0,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0016143834,0
1,1,5928.64,5,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,274,283,False,True,True,8,False,False,0,True,0,False,True,False,29023.03,5,1,0,0.019060183,0
2,2,357833.41,4,3,3,2,165,165,True,True,165,3,True,True,5,7,1.710783,1.708221,15,98,1,2,False,176,157,False,True,True,8,False,False,1,True,0,False,True,True,0.0,1,0,0,0.008117093,0
1,1,613984.53,4,4,3,2,165,165,True,True,165,3,True,True,2,3,0.628237,0.625734,40,86,2,0,False,184,190,True,True,True,6,False,False,2,True,0,False,True,True,0.0,1,0,0,0.011612141,0
0,0,265490.82,4,6,5,1,81,119,True,True,8,0,True,True,7,2,1.292415,1.289835,20,62,0,2,False,395,412,False,True,True,7,False,False,1,True,0,False,True,True,0.0,1,1,0,0.008138023,0
0,0,227699.91,1,1,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,642,669,False,True,True,8,False,True,0,True,0,False,True,True,0.0,1,0,0,0.000100264784,0
1,1,1871154.54,4,3,3,2,165,165,True,True,165,3,True,True,0,1,1.448631,1.420226,200,39,2,1,False,413,402,False,True,True,6,False,False,1,True,0,False,True,True,0.0,1,1,0,0.046563063,0
2,2,12440.0,5,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,67,70,False,True,True,5,False,False,1,True,0,False,True,True,0.0,1,1,0,0.046237934,0
2,2,203250.32,3,5,5,1,121,80,True,True,55,1,True,True,3,1,0.831562,0.785539,585,25,0,1,False,574,561,False,True,True,2,False,False,0,True,0,False,True,True,0.0,1,0,0,0.0025392033,0
0,0,17793.75,0,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,266,139,False,True,True,3,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0032880593,0
2,2,809105.26,3,1,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,727,614,True,True,True,8,False,False,0,True,0,False,True,True,0.0,1,0,0,0.0011058573,0
1,1,1558.95,3,0,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,521,542,False,True,True,2,False,False,2,True,0,False,True,True,1558.95,1,1,0,0.002734196,0
2,2,2580996.86,6,4,3,2,165,165,True,True,165,3,True,True,3,1,1.345519,1.338825,50,43,0,1,False,35,818,False,True,True,5,False,False,1,True,0,False,True,True,0.0,1,0,0,0.006087009,0
1,1,301294.91,4,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,True,493,484,True,False,True,3,True,True,2,True,0,False,True,True,0.0,1,0,0,0.014923633,0
0,0,20000.0,0,3,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,340,205,True,True,True,5,False,True,2,True,0,False,True,False,0.0,1,1,0,0.0065942276,0
2,2,169564.0,7,2,5,0,55,115,True,True,83,1,True,True,4,5,0.269999,0.264705,200,5,0,1,False,133,132,False,True,True,8,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0006133532,0
0,0,20000.0,0,6,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,806,706,False,True,True,3,False,False,2,True,0,False,True,False,0.0,1,1,0,0.029028399,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,356,339,False,True,True,7,False,False,1,True,0,False,True,False,0.0,1,1,0,0.0006583821,0
1,1,1853295.63,5,6,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,205,214,False,True,True,2,True,True,0,True,0,False,True,True,0.0,1,0,0,0.0035409483,0
0,0,519606.37,2,2,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,113,89,False,True,True,7,False,False,0,True,0,False,True,True,0.0,1,1,1,0.0004591553,0
2,2,140.36,6,0,5,0,165,165,True,True,165,3,False,False,8,8,0.0,0.0,0,149,1,1,False,664,611,False,True,True,8,False,False,1,True,0,False,True,True,140.36,1,0,0,0.00068659696,0
2,2,16086.78,4,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,518,514,False,True,True,7,False,False,0,True,0,False,True,True,0.0,1,1,0,0.010614636,0
1,1,39909.63,2,5,5,0,112,63,False,True,53,0,True,False,8,8,0.0,0.0,0,149,2,2,False,409,285,False,True,True,7,False,False,1,True,0,False,True,True,0.0,1,1,0,0.008792405,0
2,2,1845073.25,1,2,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,584,679,False,True,True,3,False,True,2,True,0,False,True,True,0.0,1,1,0,0.0064017037,0
0,0,742707.19,4,2,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,322,266,False,True,True,3,False,False,0,True,0,False,True,True,0.0,1,0,0,0.0012187881,0
0,0,20000.0,0,3,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,True,728,615,True,True,True,0,False,False,1,True,0,False,True,False,0.0,1,0,0,0.00454194,0
1,1,17178.78,1,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,707,725,False,True,True,1,False,False,1,True,0,False,True,True,0.0,1,0,0,0.021390198,0
2,2,489328.59,3,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,336,343,False,True,True,7,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0035187288,0
0,0,365274.92,3,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,681,706,False,True,True,1,False,False,0,True,0,False,True,True,0.0,1,0,0,0.009357145,0
1,1,10123.95,6,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,488,504,True,True,True,6,False,False,2,True,0,False,True,True,0.0,1,0,0,0.0033325376,0
1,1,812493.78,4,4,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,571,604,False,True,True,7,True,False,1,True,0,True,True,True,0.0,1,0,0,0.00021495904,0
0,0,3543.81,5,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,792,778,True,True,True,2,False,False,2,True,0,False,True,True,0.0,1,0,0,0.008367075,0
2,2,1652734.49,7,5,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,True,535,460,True,True,True,0,False,False,0,True,0,False,True,True,0.0,1,0,0,0.30909795,0
1,1,10984.77,4,2,5,1,106,9,True,True,128,0,True,True,1,4,0.66855,0.66655,30,112,2,1,False,713,697,False,True,True,8,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0013145768,0
1,1,412043.37,3,4,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,122,94,False,True,True,7,True,False,1,True,0,False,True,True,0.0,1,0,0,0.008397967,0
2,2,80415.55,1,5,5,1,18,40,True,True,145,0,False,False,8,8,0.0,0.0,0,149,1,1,True,99,111,True,True,True,8,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0058149346,0
1,1,93048.45,2,5,5,1,19,128,True,True,113,1,True,False,8,8,0.0,0.0,0,149,0,2,False,441,458,False,True,True,7,False,False,0,True,0,False,True,True,0.0,1,0,0,0.019406445,0
0,0,12777.74,2,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,31,27,False,True,True,3,False,False,1,True,0,False,True,True,12777.74,1,0,0,0.011758744,0
2,2,2429318.34,2,2,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,True,384,368,True,True,False,5,False,False,1,True,0,False,True,True,0.0,1,1,1,0.011222908,0
0,0,1786483.27,1,5,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,701,726,False,True,True,5,False,False,0,True,0,False,True,True,0.0,1,0,0,0.0013010486,0
2,2,9597.24,1,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,True,349,357,True,True,True,1,False,False,1,True,0,False,True,True,9597.24,1,1,0,0.00054062036,0
1,1,369032.34,5,4,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,566,599,True,True,True,3,False,True,1,True,0,False,True,True,0.0,1,1,0,0.0067625344,0
1,1,1406498.84,6,6,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,532,555,False,True,True,5,False,True,1,True,0,True,True,True,0.0,1,0,0,0.002379183,0
1,1,12448.96,4,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,169,152,False,True,True,7,False,False,2,True,0,False,True,True,0.0,1,1,0,0.011787815,0
0,0,15594.65,3,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,64,38,False,True,True,5,False,False,0,True,0,False,True,True,15594.65,1,0,0,0.029038923,0
0,0,112846.49,2,5,5,0,108,57,True,True,39,2,True,False,8,8,0.0,0.0,0,149,0,1,False,286,297,False,True,True,2,False,False,0,True,0,False,True,True,0.0,1,1,1,0.84435886,1
0,0,132914.99,5,3,5,0,102,77,True,True,97,0,True,True,4,0,1.40639,1.404985,10,30,1,2,False,191,171,False,True,True,5,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0036161367,0
1,1,2162997.86,6,5,3,2,165,165,True,True,165,3,True,True,5,6,0.670586,0.669916,10,134,2,0,False,234,153,True,False,True,5,False,False,0,True,0,False,True,True,0.0,1,1,0,0.03413715,0
0,0,20000.0,0,2,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,True,172,155,True,True,True,4,False,True,0,True,0,False,True,False,0.0,1,0,0,0.0010036497,0
2,2,11354.54,7,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,491,509,False,True,True,6,False,False,0,True,0,False,True,True,0.0,1,0,0,0.006774758,0
0,0,1480967.33,6,5,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,True,156,133,True,True,True,3,False,False,2,True,0,False,True,True,0.0,1,1,0,0.003648874,0
2,2,1777087.75,2,2,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,226,204,False,True,True,1,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0020716025,0
0,0,20000.0,0,2,0,1,60,20,True,True,74,0,True,False,8,8,0.0,0.0,0,149,0,1,True,180,81,True,True,False,2,False,False,1,True,0,False,True,False,0.0,1,0,0,0.0355799,0
0,0,668588.55,6,1,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,231,145,False,True,True,5,False,False,2,True,0,False,True,True,0.0,1,0,0,0.0012049743,0
1,1,1582.96,4,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,793,793,False,True,True,8,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0032333988,0
0,0,46568.16,1,4,5,1,125,96,True,True,33,2,True,True,4,3,0.988857,0.988363,5,102,2,1,False,87,91,False,True,True,3,False,False,2,True,0,False,True,True,0.0,1,1,0,0.015815942,0
2,2,71174.14,5,2,5,0,147,101,True,True,46,0,True,False,8,8,0.0,0.0,0,149,2,2,False,33,816,False,True,True,3,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0058017513,0
0,0,20000.0,0,3,0,1,78,114,True,True,64,0,True,False,8,8,0.0,0.0,0,149,0,1,False,608,643,False,True,True,6,False,False,2,True,0,False,True,False,0.0,1,0,0,0.00425219,0
0,0,28867.51,0,2,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,392,407,False,True,True,5,False,True,0,True,0,True,True,True,0.0,1,0,0,0.003101358,0
1,1,29945.07,4,3,5,0,105,142,True,True,30,2,True,True,5,7,1.321385,1.319406,15,2,1,1,True,417,408,True,True,False,3,False,False,1,True,0,False,True,True,0.0,1,0,0,0.22497803,0
2,2,404025.22,4,2,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,672,698,False,True,True,4,False,True,2,True,0,False,True,True,0.0,1,1,0,0.008320408,0
1,1,435335.69,3,5,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,777,779,False,True,True,3,True,False,1,True,0,False,True,True,0.0,1,1,0,0.045724344,0
0,0,10155.1,2,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,668,694,False,True,True,0,False,False,0,True,0,False,True,True,10155.1,1,0,0,0.001958821,0
0,0,20000.0,0,1,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,695,719,False,True,True,3,False,False,0,True,0,False,True,False,0.0,1,1,0,0.0056470307,0
2,2,7757.83,3,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,358,369,False,True,True,8,False,False,1,True,0,False,True,False,7757.83,1,0,0,0.0009881266,0
0,0,445209.11,3,2,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,697,3,False,True,True,7,False,True,0,True,0,False,True,True,0.0,1,0,0,0.008245384,0
1,1,51174.94,3,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,769,703,True,True,True,6,True,False,0,True,0,False,True,True,0.0,1,1,0,0.016261678,0
1,1,74270.35,5,2,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,748,764,False,True,True,5,True,True,2,True,0,False,True,True,0.0,1,0,0,0.036669586,0
1,1,394101.14,5,1,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,460,476,False,True,True,3,False,False,0,True,0,False,True,True,0.0,1,0,0,0.0035062646,0
1,1,373780.36,3,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,160,167,False,True,True,2,True,True,1,True,0,False,True,True,0.0,1,1,0,0.0017823653,0
0,0,1895095.71,7,5,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,459,384,True,False,True,6,False,False,1,True,0,False,True,True,0.0,1,0,0,0.04275615,0
0,0,807601.52,5,6,5,1,127,138,True,False,134,2,False,True,1,7,1.701629,1.475175,1535,90,1,0,False,602,319,True,True,True,5,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0047593247,0
2,2,1814421.34,7,2,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,475,483,False,True,True,4,False,False,2,True,0,False,True,True,0.0,1,0,0,0.01241572,0
2,2,8107.42,5,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,775,776,False,True,True,1,False,False,0,True,0,False,True,True,8107.42,1,0,0,0.00104225,0
1,1,251130.41,6,2,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,21,541,False,True,True,7,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0038758805,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,381,272,False,True,True,0,False,False,2,True,0,False,True,False,0.0,1,0,0,0.013044391,0
1,1,1041.96,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,38,737,False,True,True,2,False,False,2,True,0,False,True,True,1041.96,1,0,0,0.005791896,0
0,0,182228.13,3,2,5,0,34,157,True,False,133,1,False,False,8,8,0.0,0.0,0,149,0,1,False,679,704,False,True,True,0,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0012811194,0
2,2,14653.48,7,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,636,500,False,True,True,7,False,False,1,True,0,False,True,True,0.0,1,1,0,0.008111478,0
